Month,Peak Players,#Gain In Players,% Gain in Players,Average # of Players,Avg % Gain of Players,Twitch Peak Viewers,YearMonth,date,price,volume,elasticity,percent_change_7_days,percent_change_1_day,US_Holiday,item_name
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-30,35.405,8.0,-0.9267107009831633,2.1199884626478207,0.04238485447866789,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-30,36.04,2.0,35.49043433271185,3.9515431208537564,1.8366770274088686,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-30,35.5,1.0,24.486230740234667,2.394000576867604,0.3108222661768845,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,36.635,2.0,187.16678277513486,4.860176889830267,2.9940961484396897,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,36.97,2.0,-140.09134495975286,5.819045710850964,3.9359010402024137,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,36.476,3.0,72.3264189963825,4.405071986718956,2.5470902445881327,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,36.165,2.0,43.75692677784991,3.514898245413177,1.6727579420860241,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,40.25,1.0,-9.162812964077721,15.20737327188941,13.15715490581951,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,36.46,3.0,68.69198784131953,4.359275266909017,2.502108518414396,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,36.426,5.0,33.8650709387383,4.26195723731289,2.406522350295197,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.83,3.0,23.06176488907774,2.55602942439248,0.7309530503233006,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.73,4.0,16.12264567255766,2.2697999255803283,0.4498172617374096,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,36.695,1.0,381.3847868879611,5.031914589117562,3.1627776215912284,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.58,1.0,26.54324660027303,1.840455677362111,0.028113578858583104,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,36.475,4.0,55.711159478449126,4.402209691730841,2.5442788867022803,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.85,3.0,23.558568624475274,2.6132753241549187,0.7871802080404867,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.0,3.0,12.298603536299046,0.18032458425165981,-1.6024739949395566,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.81,5.0,12.323594070400786,2.498783524630062,0.6747258926061344,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.92,2.0,31.268134909385108,2.813635973323423,0.9839752600506084,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.854,1.0,34.41084358676095,2.624724504107398,0.798425639583916,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.84,1.0,33.89747081395683,2.5846523742737095,0.7590666291819036,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,35.48,2.0,20.67207702009818,1.5542261785499594,-0.2530222097273079,False,AWP | Neo-Noir (Factory New)
December 2023,"1,255,172","+91,784",+7.9%,"774,082",+8.5%,"301,070",2023-12,2023-12-31,34.861,2.0,13.998467301764403,-0.21753441909723364,-1.9932527410739476,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-01,41.601,82.0,0.4743675793358058,-3.314198061682204,-0.5236728837876643,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-02,41.399,78.0,1.4650550657674042,-1.1485195797516752,-0.4855652508353121,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-03,41.843,65.0,6.012814299128535,3.5026096420709028,1.0724896736636214,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-04,41.288,76.0,1.914005960262012,1.037588097102583,-1.3263867313529307,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-05,42.349,89.0,-2.3823328407694064,4.601590673319171,2.569753923658206,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-06,41.546,63.0,5.8594122694182715,1.7386619649329045,-1.896148669390062,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-07,41.624,63.0,5.987773253932605,-0.4686752749880391,0.1877437057719226,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-08,41.182,72.0,2.613387351638466,-1.0071873272277034,-1.061887372669614,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-09,42.562,65.0,10.828673452297231,2.8092466001594163,3.3509785828760026,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-10,40.581,89.0,-1.1756482823227894,-3.016036135076358,-4.654386541985796,True,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-11,39.583,82.0,0.11530729616000912,-4.129529161015303,-2.459278972918372,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-12,38.844,64.0,2.162184871675492,-8.276464615457261,-1.8669630902154895,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-13,39.069,61.0,2.6417178285200302,-5.962066143551718,0.579240037071366,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-14,38.621,47.0,3.983400589860847,-7.2145877378435515,-1.146689190918632,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-15,37.547,74.0,0.6620177386715975,-8.826671846923425,-2.7808705108619796,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-16,37.349,78.0,0.23494190480033542,-12.248014660965183,-0.527339068367647,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-17,36.742,74.0,0.5666806189286325,-9.460092161356313,-1.6252108490187136,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-18,36.351,77.0,0.3154976072752872,-8.16512139049592,-1.064177235860863,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-19,36.712,66.0,1.303345645626122,-5.488621151271748,0.9930951005474519,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-20,35.851,56.0,1.9295196557902716,-8.236709411553926,-2.345282196556995,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-21,36.216,67.0,1.133061879040627,-6.227182103000961,1.0181027028534824,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-22,35.453,102.0,-1.574069994494454,-5.577010147282058,-2.10680362270819,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-23,35.591,88.0,-0.5162986774868726,-4.706953332083846,0.3892477364397882,True,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-24,35.137,71.0,0.7639132746656406,-4.368297860758796,-1.2756033828776956,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-25,35.311,97.0,-1.134078043777805,-2.8609941954829283,0.49520448530039407,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-26,34.209,71.0,0.7290505612680588,-6.8179341904554365,-3.1208405312791956,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-27,35.279,61.0,1.603941158065403,-1.595492454882697,3.1278318571136254,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-28,34.95,66.0,1.1348039751576855,-3.4956925115970794,-0.9325661158196111,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-29,35.432,64.0,1.3502660727379938,-0.05923335119736213,1.379113018597995,False,AWP | Neo-Noir (Factory New)
November 2023,"1,163,388","-229,100",-16.5%,"713,452",-9.2%,"384,463",2023-11,2023-11-30,37.028,52.0,3.251910382156619,4.037537579725205,4.504402799729049,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-01,45.498,109.0,3.5012615842341384,6.948427436415767,2.3876499313635033,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-02,45.951,90.0,1.0266550025288343,7.352116624614519,0.9956481603587036,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-03,46.15,90.0,1.0032033018154185,8.5601373762085,0.43307000935778994,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-04,47.061,84.0,0.2968587183014921,12.360328526406263,1.9739978331527657,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-05,46.024,90.0,1.0424546582481544,5.2145486134924415,-2.2035230870572216,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-06,45.082,91.0,1.4854763292534483,5.571037163665311,-2.0467582131062056,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-07,44.732,98.0,2.941606782307356,0.6638611967504595,-0.776363071735951,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-08,44.849,113.0,5.512199383095279,-1.4264363268715128,0.2615577215416197,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-09,44.967,111.0,4.967009724390434,-2.1414115035581416,0.26310508595509846,True,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-10,45.889,91.0,1.1101184843287177,-0.5655471289274012,2.0503925100629443,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-11,44.775,94.0,2.2328643451206722,-4.857525339453053,-2.427597027610112,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-12,44.912,95.0,2.292669373747811,-2.416130714409877,0.3059743160245683,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-13,46.04,88.0,0.6434035236607439,2.1250166363515337,2.511578197363734,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-14,46.111,93.0,1.3131899052855724,3.0828042564606943,0.15421372719374013,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-15,45.753,91.0,1.2259350808462475,2.0156525229102176,-0.7763874129817115,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-16,45.698,87.0,0.563029461284765,1.6256365779349338,-0.12021069656634475,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-17,44.93,78.0,-1.447362806082018,-2.0898254483645387,-1.6805987132916118,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-18,45.077,90.0,1.4224770336765626,0.6744835287548847,0.327175606498995,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-19,46.436,76.0,-1.226814105535631,3.3933024581403655,3.0148412716019295,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-20,45.139,78.0,-1.6172938717706409,-1.9569939183318772,-2.793091566887753,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-21,45.715,84.0,-0.15344190719478895,-0.858797250113842,1.276058397394715,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-22,44.461,74.0,-4.861649170175047,-2.8238585447948803,-2.7430821393415834,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-23,44.22,70.0,-9.643518294353697,-3.2342772112565137,-0.5420480870875591,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-24,44.374,73.0,-6.898521400351805,-1.237480525261512,0.34825870646766954,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-25,43.027,83.0,1.0028709636549686,-4.547773809259705,-3.0355613647631525,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-26,41.88,69.0,4.43031154696225,-9.811353260401406,-2.6657680061356785,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-27,40.427,89.0,-0.7534522844236432,-10.438866612020654,-3.4694364851958044,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-28,40.864,81.0,0.7030658582301978,-10.611396696926622,1.0809607440571836,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-29,40.486,81.0,0.6316226816298983,-8.940419693664113,-0.9250195771339078,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-30,40.836,51.0,6.15995982700891,-7.652645861601086,0.8644963691152533,False,AWP | Neo-Noir (Factory New)
October 2023,"1,392,488","-167,947",-10.8%,"786,087",-19.5%,"315,704",2023-10,2023-10-31,41.82,83.0,0.34368167093849283,-5.755622661919146,2.4096385542168717,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-01,40.834,93.0,26.614537245295043,2.3973118009930365,5.101410480798947,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-02,41.963,103.0,8.14693865622293,6.424042607151918,2.7648528187294845,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-03,50.471,74.0,-0.35298848109619535,25.602866884005664,20.275004170340527,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-04,43.9,74.0,-1.1443823528397228,9.824131288619817,-13.019357650928253,True,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-05,43.903,70.0,-1.849613663707071,2.135628707688727,0.006833712984054929,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-06,42.671,77.0,-1.2563715395645323,6.899316080867794,-2.8061863653964405,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-07,42.703,70.0,-3.0833775304960387,9.911973643570489,0.07499238358605044,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-08,41.399,95.0,9.253068652500772,1.383650879169314,-3.0536496264899466,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-09,42.024,97.0,5.475537012319129,0.14536615589924443,1.5096983018913501,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-10,40.842,94.0,93.98376098739959,-19.078282578114163,-2.812678469446036,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-11,41.325,80.0,-1.7183390091547583,-5.8656036446469155,1.1826061407374862,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-12,41.661,73.0,-5.375029092718519,-5.106712525339948,0.8130671506352052,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-13,43.049,96.0,3.355788088086128,0.8858475311101219,3.331653104822251,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-14,42.397,87.0,1.845304948364265,-0.7165772896517913,-1.5145531835815025,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-15,41.931,88.0,3.1386050126406455,1.2850551945699087,-1.099134372715053,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-16,43.566,92.0,1.8767308355670222,3.6693318103940644,3.8992630750518833,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-17,42.746,102.0,5.5564681453017375,4.661867685226002,-1.8822017169352252,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-18,42.627,70.0,-3.811422781798666,3.1506352087114324,-0.2783886211575347,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-19,41.434,59.0,-27.98905970989031,-0.5448741028780008,-2.7986956623736243,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-20,41.426,66.0,-19.757171463186815,-3.770122418639219,-0.019307814838045,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-21,42.404,61.0,-7.577624649595317,0.01651060216525934,2.360836189832476,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-22,42.366,81.0,-0.18033759164731944,1.0374186162982098,-0.08961418734082588,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-23,42.688,69.0,-3.9338720653349033,-2.0153330578891797,0.7600434310532095,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-24,42.542,72.0,-3.202627830446893,-0.47723763627006177,-0.34201649175412474,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-25,42.804,71.0,-2.980798641669959,0.4152297839397555,0.6158619716985577,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-26,42.511,52.0,-10.953754259040714,2.599314572573262,-0.6845154658443119,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-27,41.884,78.0,-0.9846023174261319,1.1055858639501723,-1.4749123756204332,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-28,43.743,105.0,5.364439465948156,3.157720969719834,4.438449049756475,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-29,42.703,98.0,6.6094895800536815,0.7954491809469937,-2.377523260864593,False,AWP | Neo-Noir (Factory New)
September 2023,"1,560,435","+20,931",+1.4%,"975,918",+5.0%,"550,819",2023-09,2023-09-30,44.437,124.0,7.1783914176294505,4.09717016491753,4.060604641360079,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-01,41.807,86.0,0.35793136501748435,3.252654976537417,1.0807543520309544,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-02,42.119,95.0,-1.959109455195873,6.005083935267921,0.7462865070442691,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-03,42.216,89.0,-0.44456728785159716,3.1318708164362232,0.2302998646691548,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-04,41.567,91.0,-0.7573499923354021,2.075045429988701,-1.5373318173204493,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-05,40.705,91.0,-0.5412309433363879,0.9473501475584601,-2.07376043496043,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-06,40.916,65.0,4.293909700547825,1.1620432181179818,0.5183638373664132,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-07,40.617,77.0,1.8518133796243017,-1.796421663442945,-0.7307654707204994,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-08,39.521,85.0,0.2533428234922105,-5.4679838304590165,-2.698377526651394,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-09,39.818,91.0,-0.6054463658732757,-5.463092666017717,0.7514992029553833,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-10,39.527,73.0,2.046596515563384,-6.369622891794579,-0.7308252549098319,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-11,40.252,83.0,0.6989195296734966,-3.163567252868857,1.8341892883345596,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-12,39.428,89.0,-0.3883306533729879,-3.1372067313597864,-2.0471032495279866,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-13,40.526,72.0,3.665288800251004,-0.9531723531136805,2.7848229684488337,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-14,39.322,82.0,0.6793146723637822,-3.188320161508715,-2.970932241030451,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-15,39.103,71.0,2.432663467967594,-1.0576655449001777,-0.5569401352932231,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-16,38.617,103.0,-2.4759389328739534,-3.0162238183736014,-1.2428713909418823,False,AWP | Neo-Noir (Factory New)
August 2023,"1,539,504","+312,977",+25.5%,"929,167",+5.8%,"566,636",2023-08,2023-08-17,39.589,77.0,1.9647441465431654,0.15685480810584565,2.5170261801797174,False,AWP | Neo-Noir (Factory New)
